"Project Name","URL","ML libraries","Number of Contributors","Number of Stars"
"ITCoders/Human-detection-and-Tracking","https://github.com/ITCoders/Human-detection-and-Tracking.git","sklearn","10","704"
"tmulc18/Distributed-TensorFlow-Guide","https://github.com/tmulc18/Distributed-TensorFlow-Guide.git","tensorflow","3","629"
"biocore/scikit-bio","https://github.com/biocore/scikit-bio.git","sklearn","58","538"
"asingh33/CNNGestureRecognizer","https://github.com/asingh33/CNNGestureRecognizer.git","sklearn,theano,keras,tensorflow","4","673"
"nl8590687/ASRT_SpeechRecognition","https://github.com/nl8590687/ASRT_SpeechRecognition.git","keras,tensorflow","5","2671"
"baidu/DuReader","https://github.com/baidu/DuReader.git","tensorflow","5","750"
"huggingface/torchMoji","https://github.com/huggingface/torchMoji.git","sklearn,torch","6","665"
"lefnire/tforce_btc_trader","https://github.com/lefnire/tforce_btc_trader.git","sklearn,tensorflow","7","661"
"ShuangLI59/person_search","https://github.com/ShuangLI59/person_search.git","sklearn,caffe","3","596"
"TorchCraft/StarData","https://github.com/TorchCraft/StarData.git","sklearn","3","534"
"ntucllab/libact","https://github.com/ntucllab/libact.git","sklearn","13","561"
"TheAbhiKumar/tensorflow-value-iteration-networks","https://github.com/TheAbhiKumar/tensorflow-value-iteration-networks.git","tensorflow","3","542"
"Shawn1993/cnn-text-classification-pytorch","https://github.com/Shawn1993/cnn-text-classification-pytorch.git","torch","10","720"
"datalogue/keras-attention","https://github.com/datalogue/keras-attention.git","keras,tensorflow","3","646"
"waleedka/hiddenlayer","https://github.com/waleedka/hiddenlayer.git","torch,tensorflow","3","1099"
"csuldw/MachineLearning","https://github.com/csuldw/MachineLearning.git","sklearn,keras","4","673"
"ruotianluo/ImageCaptioning.pytorch","https://github.com/ruotianluo/ImageCaptioning.pytorch.git","torch,tensorflow","6","769"
"nicodv/kmodes","https://github.com/nicodv/kmodes.git","sklearn","11","689"
"arviz-devs/arviz","https://github.com/arviz-devs/arviz.git","torch,tensorflow","42","763"
"tkipf/gae","https://github.com/tkipf/gae.git","sklearn,tensorflow","4","941"
"groveco/content-engine","https://github.com/groveco/content-engine.git","sklearn","5","496"
"openai/random-network-distillation","https://github.com/openai/random-network-distillation.git","tensorflow","3","651"
"arogozhnikov/einops","https://github.com/arogozhnikov/einops.git","torch,keras,tensorflow","6","800"
"vladfi1/phillip","https://github.com/vladfi1/phillip.git","tensorflow","9","473"
"coxlab/prednet","https://github.com/coxlab/prednet.git","theano,keras","6","601"
"thstkdgus35/EDSR-PyTorch","https://github.com/thstkdgus35/EDSR-PyTorch.git","torch","7","1165"
"alexgkendall/SegNet-Tutorial","https://github.com/alexgkendall/SegNet-Tutorial.git","sklearn,caffe","5","642"
"inspirehep/magpie","https://github.com/inspirehep/magpie.git","sklearn,keras","5","568"
"aws/sagemaker-python-sdk","https://github.com/aws/sagemaker-python-sdk.git","sklearn,keras,tensorflow,torch","109","1011"
"ShichenLiu/CondenseNet","https://github.com/ShichenLiu/CondenseNet.git","torch","4","651"
"anantzoid/Conditional-PixelCNN-decoder","https://github.com/anantzoid/Conditional-PixelCNN-decoder.git","keras,tensorflow","3","468"
"kengz/SLM-Lab","https://github.com/kengz/SLM-Lab.git","torch","9","687"
"qubvel/segmentation_models","https://github.com/qubvel/segmentation_models.git","keras,tensorflow","12","2064"
"mars-project/mars","https://github.com/mars-project/mars.git","sklearn,torch,keras,tensorflow","8","1718"
"felipessalvatore/self_driving_pi_car","https://github.com/felipessalvatore/self_driving_pi_car.git","tensorflow","3","733"
"datascienceinc/Skater","https://github.com/datascienceinc/Skater.git","sklearn,keras,tensorflow","13","894"
"tensorly/tensorly","https://github.com/tensorly/tensorly.git","torch,tensorflow","25","813"
"farizrahman4u/recurrentshop","https://github.com/farizrahman4u/recurrentshop.git","theano,keras,tensorflow","12","731"
"13o-bbr-bbq/machine_learning_security","https://github.com/13o-bbr-bbq/machine_learning_security.git","sklearn,tensorflow,keras","4","1271"
"yihui-he/channel-pruning","https://github.com/yihui-he/channel-pruning.git","sklearn,caffe","3","906"
"dragnet-org/dragnet","https://github.com/dragnet-org/dragnet.git","sklearn","14","840"
"facebookresearch/clevr-iep","https://github.com/facebookresearch/clevr-iep.git","torch","8","701"
"facebookresearch/pythia","https://github.com/facebookresearch/pythia.git","torch","18","3097"
"mlperf/training","https://github.com/mlperf/training.git","torch,sklearn,tensorflow","30","924"
"ResidentMario/geoplot","https://github.com/ResidentMario/geoplot.git","sklearn","4","806"
"huggingface/pytorch-openai-transformer-lm","https://github.com/huggingface/pytorch-openai-transformer-lm.git","sklearn,torch","6","1171"
"Rayhane-mamah/Tacotron-2","https://github.com/Rayhane-mamah/Tacotron-2.git","sklearn,keras,tensorflow","14","1470"
"Kyubyong/sudoku","https://github.com/Kyubyong/sudoku.git","tensorflow","4","707"
"facebookresearch/DetectAndTrack","https://github.com/facebookresearch/DetectAndTrack.git","torch","6","874"
"google/mozc-devices","https://github.com/google/mozc-devices.git","tensorflow","7","748"
"yzhao062/pyod","https://github.com/yzhao062/pyod.git","sklearn,keras","11","3001"
"milesial/Pytorch-UNet","https://github.com/milesial/Pytorch-UNet.git","torch","7","2167"
"orobix/retina-unet","https://github.com/orobix/retina-unet.git","sklearn,keras","8","936"
"Ghadjeres/DeepBach","https://github.com/Ghadjeres/DeepBach.git","torch","3","360"
"ethanfetaya/NRI","https://github.com/ethanfetaya/NRI.git","torch","3","453"
"googlecodelabs/tensorflow-for-poets-2","https://github.com/googlecodelabs/tensorflow-for-poets-2.git","tensorflow","4","444"
"titu1994/neural-image-assessment","https://github.com/titu1994/neural-image-assessment.git","keras,tensorflow","4","523"
"ruotianluo/self-critical.pytorch","https://github.com/ruotianluo/self-critical.pytorch.git","torch","5","546"
"fengju514/Face-Pose-Net","https://github.com/fengju514/Face-Pose-Net.git","caffe,tensorflow","3","430"
"yhenon/pytorch-retinanet","https://github.com/yhenon/pytorch-retinanet.git","torch","3","1040"
"MTG/DeepConvSep","https://github.com/MTG/DeepConvSep.git","theano","3","388"
"fxia22/pointnet.pytorch","https://github.com/fxia22/pointnet.pytorch.git","torch","6","717"
"openai/maddpg","https://github.com/openai/maddpg.git","tensorflow","5","556"
"logpai/loglizer","https://github.com/logpai/loglizer.git","sklearn","4","591"
"scikit-video/scikit-video","https://github.com/scikit-video/scikit-video.git","sklearn","18","434"
"rflamary/POT","https://github.com/rflamary/POT.git","sklearn","19","593"
"cesium-ml/cesium","https://github.com/cesium-ml/cesium.git","sklearn","9","444"
"tensorlayer/openpose-plus","https://github.com/tensorlayer/openpose-plus.git","tensorflow","12","719"
"ipazc/mtcnn","https://github.com/ipazc/mtcnn.git","keras,tensorflow","10","946"
"jiny2001/dcscn-super-resolution","https://github.com/jiny2001/dcscn-super-resolution.git","tensorflow","4","536"
"nickliqian/cnn_captcha","https://github.com/nickliqian/cnn_captcha.git","tensorflow","5","1390"
"lspvic/jupyter_tensorboard","https://github.com/lspvic/jupyter_tensorboard.git","tensorflow","4","402"
"snipsco/ntm-lasagne","https://github.com/snipsco/ntm-lasagne.git","theano","3","292"
"JianGoForIt/YellowFin_Pytorch","https://github.com/JianGoForIt/YellowFin_Pytorch.git","torch","5","293"
"HDI-Project/ATM","https://github.com/HDI-Project/ATM.git","sklearn","12","476"
"danielfrg/tsne","https://github.com/danielfrg/tsne.git","sklearn","8","353"
"Bartzi/see","https://github.com/Bartzi/see.git","tensorflow","7","497"
"xtiankisutsa/MARA_Framework","https://github.com/xtiankisutsa/MARA_Framework.git","sklearn","3","383"
"wikipedia2vec/wikipedia2vec","https://github.com/wikipedia2vec/wikipedia2vec.git","sklearn,torch","5","490"
"Cartucho/OpenLabeling","https://github.com/Cartucho/OpenLabeling.git","torch,tensorflow","13","556"
"neptune-ml/open-solution-home-credit","https://github.com/neptune-ml/open-solution-home-credit.git","sklearn,keras","7","363"
"matpalm/bnn","https://github.com/matpalm/bnn.git","sklearn,keras,tensorflow","4","353"
"automl/SMAC3","https://github.com/automl/SMAC3.git","sklearn","14","477"
"mtobeiyf/keras-flask-deploy-webapp","https://github.com/mtobeiyf/keras-flask-deploy-webapp.git","keras,tensorflow","5","671"
"rcmalli/keras-squeezenet","https://github.com/rcmalli/keras-squeezenet.git","keras","5","374"
"PetroWu/AutoPortraitMatting","https://github.com/PetroWu/AutoPortraitMatting.git","tensorflow","3","426"
"vinhkhuc/PyTorch-Mini-Tutorials","https://github.com/vinhkhuc/PyTorch-Mini-Tutorials.git","torch","3","294"
"openeventdata/mordecai","https://github.com/openeventdata/mordecai.git","sklearn,keras","6","465"
"Eric-mingjie/rethinking-network-pruning","https://github.com/Eric-mingjie/rethinking-network-pruning.git","torch","3","922"
"iboing/CliqueNet","https://github.com/iboing/CliqueNet.git","torch,tensorflow","3","318"
"dasguptar/treelstm.pytorch","https://github.com/dasguptar/treelstm.pytorch.git","torch","4","423"
"ClementPinard/SfmLearner-Pytorch","https://github.com/ClementPinard/SfmLearner-Pytorch.git","torch","4","569"
"pierre-rouanet/dtw","https://github.com/pierre-rouanet/dtw.git","sklearn","9","608"
"googlecolab/colabtools","https://github.com/googlecolab/colabtools.git","tensorflow","8","789"
"mystic123/tensorflow-yolo-v3","https://github.com/mystic123/tensorflow-yolo-v3.git","tensorflow","6","733"
"openai/weightnorm","https://github.com/openai/weightnorm.git","theano,keras,tensorflow","3","341"
"ClementPinard/FlowNetPytorch","https://github.com/ClementPinard/FlowNetPytorch.git","torch","5","493"
"zihangdai/mos","https://github.com/zihangdai/mos.git","torch","3","366"
"onnx/onnx-tensorflow","https://github.com/onnx/onnx-tensorflow.git","tensorflow","23","574"
"yu4u/convnet-drawer","https://github.com/yu4u/convnet-drawer.git","keras","3","449"
"HsinYingLee/DRIT","https://github.com/HsinYingLee/DRIT.git","torch","3","527"
"DenisTome/Lifting-from-the-Deep-release","https://github.com/DenisTome/Lifting-from-the-Deep-release.git","tensorflow","3","386"
"facebookresearch/deepcluster","https://github.com/facebookresearch/deepcluster.git","sklearn,torch","4","850"
"PacktPublishing/Getting-Started-with-TensorFlow","https://github.com/PacktPublishing/Getting-Started-with-TensorFlow.git","tensorflow","3","409"
"pyannote/pyannote-audio","https://github.com/pyannote/pyannote-audio.git","sklearn,torch,keras","12","572"
"timctho/VNect-tensorflow","https://github.com/timctho/VNect-tensorflow.git","caffe,tensorflow","3","396"
"duxuhao/Feature-Selection","https://github.com/duxuhao/Feature-Selection.git","sklearn","4","470"
"udacity/CarND-Behavioral-Cloning-P3","https://github.com/udacity/CarND-Behavioral-Cloning-P3.git","keras","9","334"
"kmaninis/OSVOS-PyTorch","https://github.com/kmaninis/OSVOS-PyTorch.git","torch","3","421"
"tristandeleu/pytorch-maml-rl","https://github.com/tristandeleu/pytorch-maml-rl.git","torch","3","483"
"locuslab/qpth","https://github.com/locuslab/qpth.git","torch","3","395"
"automl/RoBO","https://github.com/automl/RoBO.git","sklearn,torch","12","378"
"bodokaiser/piwise","https://github.com/bodokaiser/piwise.git","torch","3","348"
"jakezhaojb/ARAE","https://github.com/jakezhaojb/ARAE.git","torch","3","368"
"wasidennis/AdaptSegNet","https://github.com/wasidennis/AdaptSegNet.git","torch","3","528"
"probcomp/crosscat","https://github.com/probcomp/crosscat.git","sklearn","20","311"
"stanfordnmbl/osim-rl","https://github.com/stanfordnmbl/osim-rl.git","keras,tensorflow","17","688"
"probtorch/probtorch","https://github.com/probtorch/probtorch.git","torch","7","698"
"ntasfi/PyGame-Learning-Environment","https://github.com/ntasfi/PyGame-Learning-Environment.git","theano,keras","16","712"
"pmorissette/bt","https://github.com/pmorissette/bt.git","sklearn","11","739"
"zhreshold/mxnet-ssd","https://github.com/zhreshold/mxnet-ssd.git","caffe","7","748"
"MVIG-SJTU/WSHP","https://github.com/MVIG-SJTU/WSHP.git","torch,caffe,tensorflow","3","243"
"lijx10/SO-Net","https://github.com/lijx10/SO-Net.git","torch","3","253"
"fengju514/Expression-Net","https://github.com/fengju514/Expression-Net.git","caffe,tensorflow","3","379"
"facebookresearch/fastMRI","https://github.com/facebookresearch/fastMRI.git","torch","5","390"
"supervisely/supervisely","https://github.com/supervisely/supervisely.git","torch,keras,tensorflow","6","251"
"hassony2/kinetics_i3d_pytorch","https://github.com/hassony2/kinetics_i3d_pytorch.git","torch,tensorflow","3","344"
"alshedivat/keras-gp","https://github.com/alshedivat/keras-gp.git","keras","4","203"
"uclmr/jack","https://github.com/uclmr/jack.git","sklearn,torch,tensorflow","19","224"
"zake7749/PTT-Chat-Generator","https://github.com/zake7749/PTT-Chat-Generator.git","sklearn","3","189"
"merenlab/anvio","https://github.com/merenlab/anvio.git","sklearn","34","213"
"akanimax/pro_gan_pytorch","https://github.com/akanimax/pro_gan_pytorch.git","torch","7","330"
"duckietown/Software","https://github.com/duckietown/Software.git","sklearn,tensorflow","92","191"
"Azure/batch-shipyard","https://github.com/Azure/batch-shipyard.git","tensorflow","21","218"
"tensorflow/mesh","https://github.com/tensorflow/mesh.git","tensorflow","26","450"
"Calamari-OCR/calamari","https://github.com/Calamari-OCR/calamari.git","tensorflow","11","553"
"neurosynth/neurosynth","https://github.com/neurosynth/neurosynth.git","sklearn","13","203"
"GRAAL-Research/pytoune","https://github.com/GRAAL-Research/pytoune.git","torch","13","304"
"metalbubble/moments_models","https://github.com/metalbubble/moments_models.git","caffe,torch","3","274"
"Azure/kubeflow-labs","https://github.com/Azure/kubeflow-labs.git","tensorflow","11","254"
"mortendahl/tf-encrypted","https://github.com/mortendahl/tf-encrypted.git","keras,tensorflow","23","637"
"mrzhu-cool/pix2pix-pytorch","https://github.com/mrzhu-cool/pix2pix-pytorch.git","torch","4","242"
"facebookresearch/low-shot-shrink-hallucinate","https://github.com/facebookresearch/low-shot-shrink-hallucinate.git","sklearn,torch","4","252"
"geometalab/OSMDeepOD","https://github.com/geometalab/OSMDeepOD.git","tensorflow","5","165"
"GPflow/GPflowOpt","https://github.com/GPflow/GPflowOpt.git","tensorflow","5","203"
"AI-ON/Few-Shot-Music-Generation","https://github.com/AI-ON/Few-Shot-Music-Generation.git","tensorflow","4","161"
"WangYueFt/dgcnn","https://github.com/WangYueFt/dgcnn.git","sklearn,torch,tensorflow","3","566"
"peterlee0127/tensorflow-nvJetson","https://github.com/peterlee0127/tensorflow-nvJetson.git","tensorflow","5","201"
"wkentaro/fcn","https://github.com/wkentaro/fcn.git","sklearn,caffe","5","201"
"gregversteeg/corex_topic","https://github.com/gregversteeg/corex_topic.git","sklearn","6","294"
"imatge-upc/saliency-2016-cvpr","https://github.com/imatge-upc/saliency-2016-cvpr.git","sklearn,theano,caffe","4","173"
"dit/dit","https://github.com/dit/dit.git","sklearn","15","266"
"MTG/freesound","https://github.com/MTG/freesound.git","sklearn","23","186"
"tianheyu927/mil","https://github.com/tianheyu927/mil.git","tensorflow","4","228"
"daniilidis-group/neural_renderer","https://github.com/daniilidis-group/neural_renderer.git","torch","8","494"
"geomstats/geomstats","https://github.com/geomstats/geomstats.git","sklearn,torch,tensorflow","18","286"
"salihkaragoz/pose-residual-network-pytorch","https://github.com/salihkaragoz/pose-residual-network-pytorch.git","torch","3","258"
"google/ffn","https://github.com/google/ffn.git","tensorflow","5","224"
"leftthomas/SRGAN","https://github.com/leftthomas/SRGAN.git","torch","3","452"
"thoughtworksarts/EmoPy","https://github.com/thoughtworksarts/EmoPy.git","sklearn,keras","17","594"
"YoYo000/MVSNet","https://github.com/YoYo000/MVSNet.git","tensorflow","3","614"
"davidhallac/TICC","https://github.com/davidhallac/TICC.git","sklearn","7","252"
"hyperspy/hyperspy","https://github.com/hyperspy/hyperspy.git","sklearn","40","226"
"lyst/rpforest","https://github.com/lyst/rpforest.git","sklearn","4","186"
"pymanopt/pymanopt","https://github.com/pymanopt/pymanopt.git","theano,tensorflow","13","253"
"matenure/FastGCN","https://github.com/matenure/FastGCN.git","sklearn,tensorflow","4","369"
"tadejmagajna/HereIsWally","https://github.com/tadejmagajna/HereIsWally.git","tensorflow","3","214"
"Microsoft/singleshotpose","https://github.com/Microsoft/singleshotpose.git","torch","4","427"
"iesl/dilated-cnn-ner","https://github.com/iesl/dilated-cnn-ner.git","tensorflow","3","211"
"inferno-pytorch/inferno","https://github.com/inferno-pytorch/inferno.git","torch","14","221"
"rlworkgroup/garage","https://github.com/rlworkgroup/garage.git","torch,tensorflow","53","650"
